Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance,CallDuration,age_group,LastContactDayGroup,LastContactMonth_Number,NoOfContactsGroup,CallDurationGroup
187,31,management,married,tertiary,0,3739,0,0,cellular,11,aug,3,-1,0,0,117,31-40 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
188,28,management,single,tertiary,0,6784,0,0,cellular,1,oct,1,115,3,1,502,21-30 Years,Beginning of Month,10,One times,Above Average CallDuration
189,49,blue-collar,divorced,primary,0,-9,1,1,cellular,5,may,1,-1,0,0,389,41-50 Years,Beginning of Month,5,One times,Above Average CallDuration
190,34,self-employed,married,tertiary,0,0,0,0,cellular,28,aug,11,-1,0,1,730,31-40 Years,End of Month,8,10 - 20 times,Above Average CallDuration
191,51,blue-collar,divorced,secondary,0,113,0,0,cellular,15,may,3,-1,0,0,71,51-60 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
192,35,unemployed,divorced,primary,0,118,0,0,cellular,20,jun,4,-1,0,0,12,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
193,41,student,single,secondary,0,595,1,0,cellular,18,sep,1,107,2,0,22,41-50 Years,Middle of Month,9,One times,Below Average CallDuration
194,49,housemaid,married,primary,0,0,0,0,telephone,9,jul,1,-1,0,0,106,41-50 Years,Beginning of Month,7,One times,Below Average CallDuration
195,33,management,single,tertiary,0,3143,0,0,cellular,29,jun,2,-1,0,1,421,31-40 Years,End of Month,6,1 - 10 times,Above Average CallDuration
196,53,admin.,married,secondary,0,53,1,0,cellular,18,may,1,-1,0,1,387,51-60 Years,Middle of Month,5,One times,Above Average CallDuration
197,45,management,married,tertiary,0,1447,1,1,cellular,7,jul,2,-1,0,0,461,41-50 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
198,36,self-employed,divorced,tertiary,0,6385,1,0,cellular,21,nov,2,-1,0,0,70,31-40 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
199,43,management,married,tertiary,0,3186,0,0,cellular,16,nov,1,88,1,1,380,41-50 Years,Middle of Month,11,One times,Above Average CallDuration
200,31,blue-collar,married,primary,0,290,1,0,cellular,15,may,1,291,3,0,148,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
201,56,blue-collar,married,primary,0,8163,0,0,cellular,14,aug,4,-1,0,1,1231,51-60 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
202,48,admin.,married,secondary,0,13551,0,0,cellular,11,jun,3,-1,0,0,89,41-50 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
203,40,technician,single,tertiary,0,431,0,0,cellular,7,jul,2,-1,0,1,180,31-40 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
204,60,admin.,married,secondary,0,711,0,0,cellular,12,aug,4,-1,0,0,355,51-60 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
205,45,admin.,married,secondary,0,0,0,0,cellular,14,aug,2,-1,0,0,113,41-50 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
206,45,technician,single,secondary,0,7108,1,1,cellular,30,may,3,-1,0,0,1212,41-50 Years,End of Month,5,1 - 10 times,Above Average CallDuration
207,55,technician,divorced,secondary,1,4,0,0,cellular,28,jan,1,-1,0,1,1048,51-60 Years,End of Month,1,One times,Above Average CallDuration
208,41,blue-collar,married,primary,0,3658,1,0,cellular,9,apr,1,330,1,0,268,41-50 Years,Beginning of Month,4,One times,Below Average CallDuration
209,46,management,married,tertiary,0,699,0,0,cellular,30,apr,1,87,1,1,970,41-50 Years,End of Month,4,One times,Above Average CallDuration
210,41,entrepreneur,married,secondary,0,8491,1,0,cellular,18,nov,1,-1,0,1,929,41-50 Years,Middle of Month,11,One times,Above Average CallDuration
211,51,admin.,married,secondary,0,423,1,1,cellular,16,jul,5,183,2,0,84,51-60 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
212,55,technician,divorced,tertiary,0,0,0,0,cellular,17,nov,2,91,1,1,134,51-60 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
213,34,services,married,secondary,0,790,1,0,cellular,20,apr,2,350,1,0,579,31-40 Years,Middle of Month,4,1 - 10 times,Above Average CallDuration
214,40,admin.,married,secondary,0,341,0,0,cellular,31,jul,5,-1,0,1,1142,31-40 Years,End of Month,7,1 - 10 times,Above Average CallDuration
215,31,unemployed,single,secondary,0,582,1,0,cellular,5,jun,2,-1,0,1,548,31-40 Years,Beginning of Month,6,1 - 10 times,Above Average CallDuration
216,32,management,single,tertiary,0,623,0,0,cellular,6,jul,3,194,2,1,335,31-40 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
217,37,services,single,secondary,0,1045,0,0,cellular,4,feb,1,-1,0,0,301,31-40 Years,Beginning of Month,2,One times,Below Average CallDuration
218,31,services,married,secondary,0,0,1,0,cellular,29,jan,2,-1,0,0,224,31-40 Years,End of Month,1,1 - 10 times,Below Average CallDuration
219,56,retired,married,tertiary,0,281,0,0,cellular,3,mar,2,-1,0,1,96,51-60 Years,Beginning of Month,3,1 - 10 times,Below Average CallDuration
220,26,blue-collar,single,primary,0,-295,1,0,cellular,6,may,1,-1,0,0,138,21-30 Years,Beginning of Month,5,One times,Below Average CallDuration
221,45,management,married,tertiary,0,160,0,0,cellular,10,nov,2,194,1,1,182,41-50 Years,Beginning of Month,11,1 - 10 times,Below Average CallDuration
222,32,management,married,secondary,0,134,1,1,cellular,15,may,3,-1,0,1,532,31-40 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
223,41,management,married,tertiary,0,472,1,0,cellular,10,jul,1,-1,0,0,783,41-50 Years,Beginning of Month,7,One times,Above Average CallDuration
224,28,blue-collar,married,secondary,0,-95,1,0,cellular,13,may,1,-1,0,0,200,21-30 Years,Middle of Month,5,One times,Below Average CallDuration
225,42,blue-collar,married,secondary,0,0,1,0,cellular,30,jan,2,-1,0,0,82,41-50 Years,End of Month,1,1 - 10 times,Below Average CallDuration
226,46,technician,married,secondary,0,179,0,1,cellular,18,jun,1,-1,0,0,129,41-50 Years,Middle of Month,6,One times,Below Average CallDuration
227,55,retired,divorced,tertiary,0,0,0,0,cellular,18,may,1,370,1,1,616,51-60 Years,Middle of Month,5,One times,Above Average CallDuration
228,26,student,single,tertiary,0,641,1,0,cellular,15,may,1,368,1,0,55,21-30 Years,Middle of Month,5,One times,Below Average CallDuration
229,29,management,single,tertiary,0,3041,1,0,cellular,8,may,3,-1,0,1,606,21-30 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
230,40,management,divorced,tertiary,0,502,1,0,cellular,3,feb,4,270,3,0,267,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
231,29,management,single,tertiary,0,2531,0,0,cellular,19,aug,1,-1,0,1,634,21-30 Years,Middle of Month,8,One times,Above Average CallDuration
232,33,technician,married,secondary,0,218,1,1,cellular,10,aug,1,161,4,0,162,31-40 Years,Beginning of Month,8,One times,Below Average CallDuration
233,43,technician,single,secondary,0,11115,0,0,cellular,23,oct,1,74,2,1,476,41-50 Years,End of Month,10,One times,Above Average CallDuration
234,31,technician,married,secondary,0,-119,1,0,cellular,18,may,5,-1,0,0,9,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
235,27,technician,single,secondary,0,158,0,0,cellular,1,jul,2,-1,0,1,650,21-30 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
236,40,entrepreneur,married,tertiary,0,70,0,0,cellular,20,nov,1,-1,0,0,57,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
237,58,admin.,married,secondary,0,3735,0,0,cellular,17,nov,2,-1,0,0,91,51-60 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
238,41,management,married,tertiary,0,8553,1,0,cellular,12,aug,12,-1,0,0,304,41-50 Years,Middle of Month,8,10 - 20 times,Below Average CallDuration
239,40,technician,married,secondary,0,84,1,0,cellular,8,aug,3,-1,0,0,119,31-40 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
240,41,management,single,secondary,0,942,0,0,cellular,27,oct,1,188,1,1,143,41-50 Years,End of Month,10,One times,Below Average CallDuration
241,49,management,married,tertiary,0,68,1,1,cellular,19,may,3,-1,0,0,163,41-50 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
242,41,technician,married,secondary,0,459,1,0,cellular,19,may,1,-1,0,0,102,41-50 Years,Middle of Month,5,One times,Below Average CallDuration
243,57,technician,married,secondary,0,1070,0,0,cellular,19,jun,1,-1,0,0,73,51-60 Years,Middle of Month,6,One times,Below Average CallDuration
244,59,retired,married,primary,0,3400,1,0,cellular,5,aug,3,-1,0,1,515,51-60 Years,Beginning of Month,8,1 - 10 times,Above Average CallDuration
245,48,blue-collar,married,secondary,0,1730,1,0,cellular,4,feb,1,178,2,1,489,41-50 Years,Beginning of Month,2,One times,Above Average CallDuration
246,46,technician,married,secondary,0,6993,1,0,cellular,17,apr,3,148,1,0,326,41-50 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
247,44,blue-collar,married,secondary,0,1529,1,0,cellular,30,apr,1,-1,0,1,347,41-50 Years,End of Month,4,One times,Below Average CallDuration
248,48,management,divorced,tertiary,0,-547,0,0,cellular,21,nov,2,-1,0,0,275,41-50 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
249,33,technician,married,secondary,0,168,1,0,cellular,26,may,2,-1,0,0,238,31-40 Years,End of Month,5,1 - 10 times,Below Average CallDuration
250,33,admin.,divorced,tertiary,0,891,0,0,cellular,8,may,2,-1,0,1,398,31-40 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
251,37,management,single,tertiary,0,-119,1,0,cellular,11,jun,11,-1,0,0,375,31-40 Years,Beginning of Month,6,10 - 20 times,Above Average CallDuration
252,39,blue-collar,married,secondary,0,1181,1,0,cellular,30,jul,2,-1,0,1,650,31-40 Years,End of Month,7,1 - 10 times,Above Average CallDuration
253,39,self-employed,married,tertiary,0,2630,0,0,cellular,12,jun,5,-1,0,1,651,31-40 Years,Middle of Month,6,1 - 10 times,Above Average CallDuration
254,24,unemployed,single,secondary,0,2696,0,0,cellular,7,sep,2,-1,0,0,107,21-30 Years,Beginning of Month,9,1 - 10 times,Below Average CallDuration
255,58,blue-collar,married,primary,0,0,1,0,cellular,31,jul,25,-1,0,0,5,51-60 Years,End of Month,7,20 - 30 times,Below Average CallDuration
256,46,management,divorced,tertiary,0,-130,1,0,cellular,24,mar,2,-1,0,1,144,41-50 Years,End of Month,3,1 - 10 times,Below Average CallDuration
257,39,services,single,secondary,0,-244,1,0,cellular,8,may,2,-1,0,0,152,31-40 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
258,36,blue-collar,married,primary,0,711,1,0,cellular,23,may,2,-1,0,0,154,31-40 Years,End of Month,5,1 - 10 times,Below Average CallDuration
259,43,blue-collar,married,secondary,0,184,0,1,cellular,16,jul,11,-1,0,1,1019,41-50 Years,Middle of Month,7,10 - 20 times,Above Average CallDuration
260,35,blue-collar,single,tertiary,0,1830,0,0,cellular,14,oct,2,-1,0,0,166,31-40 Years,Middle of Month,10,1 - 10 times,Below Average CallDuration
261,48,blue-collar,married,primary,0,649,0,0,cellular,19,jun,2,-1,0,0,136,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
262,48,technician,married,secondary,0,480,0,1,cellular,23,jul,1,-1,0,0,371,41-50 Years,End of Month,7,One times,Above Average CallDuration
263,41,blue-collar,married,secondary,1,720,0,1,cellular,24,jul,1,-1,0,1,651,41-50 Years,End of Month,7,One times,Above Average CallDuration
264,34,admin.,married,secondary,0,-33,1,1,cellular,10,jul,1,-1,0,1,961,31-40 Years,Beginning of Month,7,One times,Above Average CallDuration
265,32,entrepreneur,married,tertiary,0,762,0,0,cellular,19,jul,11,-1,0,1,187,31-40 Years,Middle of Month,7,10 - 20 times,Below Average CallDuration
266,51,admin.,married,secondary,0,1415,1,0,cellular,2,jun,3,-1,0,0,151,51-60 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
267,47,self-employed,married,secondary,0,14,1,0,cellular,15,may,1,-1,0,0,142,41-50 Years,Middle of Month,5,One times,Below Average CallDuration
268,44,services,married,secondary,0,742,0,0,telephone,30,jul,5,-1,0,0,77,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
269,66,technician,married,secondary,0,0,0,0,cellular,6,feb,1,-1,0,1,751,>61 Years,Beginning of Month,2,One times,Above Average CallDuration
270,61,blue-collar,married,primary,0,5,0,0,cellular,6,aug,2,94,3,1,562,>61 Years,Beginning of Month,8,1 - 10 times,Above Average CallDuration
271,41,blue-collar,married,secondary,0,114,1,0,cellular,2,jun,3,-1,0,0,82,41-50 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
272,38,entrepreneur,married,secondary,0,3249,1,0,cellular,2,jun,1,-1,0,0,384,31-40 Years,Beginning of Month,6,One times,Above Average CallDuration
273,54,housemaid,married,tertiary,0,440,0,0,cellular,19,nov,1,-1,0,0,89,51-60 Years,Middle of Month,11,One times,Below Average CallDuration
274,48,unemployed,divorced,secondary,0,201,0,0,cellular,10,feb,2,92,2,1,406,41-50 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
275,44,management,single,tertiary,0,1090,0,0,cellular,19,jul,4,532,2,1,204,41-50 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
276,50,technician,married,secondary,0,-584,0,0,cellular,20,aug,2,-1,0,0,75,41-50 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
277,55,technician,married,secondary,0,2055,1,0,cellular,16,may,4,-1,0,0,1023,51-60 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
278,34,management,married,tertiary,0,697,0,0,cellular,5,aug,1,-1,0,0,166,31-40 Years,Beginning of Month,8,One times,Below Average CallDuration
279,50,housemaid,divorced,primary,0,120,1,0,cellular,21,jul,1,-1,0,0,99,41-50 Years,Middle of Month,7,One times,Below Average CallDuration
280,34,blue-collar,married,secondary,1,1,1,0,cellular,9,jul,1,-1,0,0,394,31-40 Years,Beginning of Month,7,One times,Above Average CallDuration
281,29,blue-collar,married,secondary,0,76,1,0,cellular,6,feb,3,-1,0,0,198,21-30 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
282,46,management,married,secondary,1,-333,0,1,cellular,30,jul,2,-1,0,0,597,41-50 Years,End of Month,7,1 - 10 times,Above Average CallDuration
283,58,self-employed,divorced,tertiary,0,1382,0,0,cellular,9,jun,1,-1,0,1,700,51-60 Years,Beginning of Month,6,One times,Above Average CallDuration
284,33,services,married,secondary,0,804,1,1,cellular,8,may,1,-1,0,0,266,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
285,33,management,single,tertiary,0,87,0,0,cellular,12,aug,1,-1,0,1,978,31-40 Years,Middle of Month,8,One times,Above Average CallDuration
286,60,retired,divorced,secondary,0,514,0,0,cellular,15,oct,2,213,10,1,187,51-60 Years,Middle of Month,10,1 - 10 times,Below Average CallDuration
287,45,blue-collar,married,secondary,0,0,0,0,cellular,14,aug,2,-1,0,0,215,41-50 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
288,31,student,single,tertiary,0,4951,0,0,cellular,17,sep,3,81,3,1,285,31-40 Years,Middle of Month,9,1 - 10 times,Below Average CallDuration
289,47,services,married,secondary,0,1160,1,0,cellular,3,feb,2,221,4,0,117,41-50 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
290,39,entrepreneur,married,tertiary,0,0,0,0,cellular,31,jul,3,-1,0,0,70,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
291,32,blue-collar,single,secondary,0,799,0,1,cellular,23,jul,6,-1,0,1,2078,31-40 Years,End of Month,7,1 - 10 times,Above Average CallDuration
292,52,unemployed,married,secondary,0,105,0,0,cellular,20,nov,1,-1,0,0,96,51-60 Years,Middle of Month,11,One times,Below Average CallDuration
293,30,admin.,married,secondary,0,166,0,0,cellular,14,jun,1,-1,0,0,30,21-30 Years,Middle of Month,6,One times,Below Average CallDuration
294,37,blue-collar,married,secondary,0,903,1,0,cellular,20,apr,1,-1,0,0,124,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
295,47,services,married,secondary,0,0,0,1,cellular,20,jun,2,-1,0,0,51,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
296,34,admin.,single,tertiary,0,64,1,0,cellular,28,jul,2,-1,0,0,76,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
297,20,student,single,secondary,0,457,0,0,cellular,16,jun,1,-1,0,0,214,<=20 Years,Middle of Month,6,One times,Below Average CallDuration
298,25,self-employed,single,tertiary,0,42,1,0,cellular,5,jun,1,94,1,1,149,21-30 Years,Beginning of Month,6,One times,Below Average CallDuration
299,25,admin.,single,tertiary,0,220,0,0,cellular,26,may,1,-1,0,0,68,21-30 Years,End of Month,5,One times,Below Average CallDuration
300,23,services,single,secondary,0,279,1,0,cellular,18,may,1,370,1,1,843,21-30 Years,Middle of Month,5,One times,Above Average CallDuration
301,48,entrepreneur,divorced,tertiary,0,275,0,1,cellular,5,jun,1,-1,0,0,34,41-50 Years,Beginning of Month,6,One times,Below Average CallDuration
302,35,management,married,tertiary,0,0,0,0,cellular,26,aug,2,-1,0,0,436,31-40 Years,End of Month,8,1 - 10 times,Above Average CallDuration
303,30,management,single,tertiary,0,2344,1,0,cellular,20,oct,2,92,3,0,316,21-30 Years,Middle of Month,10,1 - 10 times,Below Average CallDuration
304,35,management,married,tertiary,0,8,0,0,cellular,23,apr,3,-1,0,1,93,31-40 Years,End of Month,4,1 - 10 times,Below Average CallDuration
305,37,management,married,tertiary,0,3737,0,0,cellular,7,jul,1,-1,0,1,224,31-40 Years,Beginning of Month,7,One times,Below Average CallDuration
306,35,technician,single,tertiary,0,147,0,0,cellular,21,aug,2,-1,0,0,134,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
307,44,entrepreneur,married,tertiary,0,1631,1,0,cellular,6,may,2,-1,0,0,346,41-50 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
308,30,student,single,secondary,0,1779,0,0,cellular,11,aug,1,433,1,1,233,21-30 Years,Beginning of Month,8,One times,Below Average CallDuration
309,32,management,single,tertiary,0,933,1,0,cellular,12,may,4,307,1,0,147,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
310,19,student,single,secondary,0,394,0,0,cellular,5,apr,3,-1,0,1,327,<=20 Years,Beginning of Month,4,1 - 10 times,Below Average CallDuration
311,58,retired,married,secondary,0,1227,0,0,cellular,2,feb,1,-1,0,0,277,51-60 Years,Beginning of Month,2,One times,Below Average CallDuration
312,29,management,married,tertiary,0,805,0,0,cellular,28,jan,1,-1,0,0,70,21-30 Years,End of Month,1,One times,Below Average CallDuration
313,25,student,single,secondary,0,722,0,0,telephone,21,apr,2,-1,0,1,623,21-30 Years,Middle of Month,4,1 - 10 times,Above Average CallDuration
